date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-02-09,4.3,4.34,4.31,4.12,5639129.5,-0.11,-2.49,4.572,4.568,4.507,5782410.7,4501860.35,4683202.63
2018-02-08,4.52,4.54,4.43,4.33,4964236.0,-0.16,-3.49,4.628,4.602,4.496,5183139.4,4368443.3,4496614.3
2018-02-07,4.82,4.87,4.59,4.52,6581771.5,-0.17,-3.57,4.664,4.622,4.479,5010974.05,4231528.23,4370800.76
2018-02-06,4.69,4.85,4.77,4.65,7037501.0,0.01,0.21,4.654,4.632,4.451,4252322.3,4118073.93,4215118.45
2018-02-05,4.51,4.78,4.76,4.51,4689415.5,0.18,3.93,4.596,4.624,4.411,3399545.35,4120234.43,3963918.11
2018-02-02,4.58,4.6,4.59,4.51,2642773.0,-0.04,-0.86,4.564,4.588,4.374,3221310.0,4158607.78,3842666.65
2018-02-01,4.53,4.65,4.61,4.52,4103409.25,0.07,1.54,4.576,4.569,4.344,3553747.2,4539653.03,3821997.05
2018-01-31,4.46,4.55,4.54,4.45,2788512.75,0.06,1.34,4.58,4.544,4.313,3452082.4,4765691.75,3728570.19
2018-01-30,4.57,4.61,4.48,4.47,2773616.25,-0.12,-2.61,4.61,4.514,4.286,3983825.55,4863721.28,3678408.73
2018-01-29,4.67,4.75,4.6,4.57,3798238.75,-0.05,-1.07,4.652,4.489,4.261,4840923.5,4846604.8,3746981.86
2018-01-26,4.61,4.73,4.65,4.56,4304959.0,0.02,0.43,4.612,4.446,4.23,5095905.55,4864544.9,3654374.01
2018-01-25,4.66,4.69,4.63,4.52,3595085.25,-0.06,-1.28,4.562,4.39,4.195,5525558.85,4624785.3,3511085.83
2018-01-24,4.71,4.79,4.69,4.62,5447228.5,0.01,0.21,4.508,4.335,4.159,6079301.1,4510073.3,3409398.58
2018-01-23,4.4,4.71,4.69,4.38,7059106.0,0.29,6.59,4.418,4.269,4.122,5743617.0,4312162.98,3208538.63
2018-01-22,4.37,4.52,4.4,4.35,5073149.0,0.0,0.0,4.326,4.198,4.083,4852286.1,3807601.8,2929156.78
2018-01-19,4.43,4.51,4.4,4.36,6453225.5,0.04,0.92,4.28,4.159,4.058,4633184.25,3526725.53,2708795.41
2018-01-18,4.27,4.36,4.36,4.24,6363796.5,0.12,2.83,4.218,4.118,4.033,3724011.75,3104341.08,2440460.86
2018-01-17,4.23,4.34,4.24,4.23,3768808.0,0.02,0.47,4.162,4.082,4.011,2940845.5,2691448.63,2190750.22
2018-01-16,4.17,4.23,4.23,4.16,2602451.5,0.05,1.2,4.12,4.058,3.994,2880708.95,2493096.19,2060201.72
2018-01-15,4.1,4.2,4.17,4.09,3977639.75,0.08,1.96,4.07,4.033,3.976,2762917.5,2647358.91,1969389.84
2018-01-12,4.09,4.12,4.09,4.07,1907363.0,0.0,0.0,4.038,4.014,3.961,2420266.8,2444203.11,1820500.22
2018-01-11,4.03,4.1,4.08,4.03,2447965.25,0.05,1.24,4.018,3.999,3.951,2484670.4,2397386.35,1771954.14
2018-01-10,3.97,4.04,4.03,3.96,3468125.25,0.07,1.77,4.002,3.983,3.943,2442051.75,2308723.86,1705727.44
2018-01-09,4.01,4.01,3.98,3.95,2013494.25,-0.03,-0.75,3.996,3.975,3.935,2105483.42,2104914.28,1569200.85
2018-01-08,3.98,4.02,4.01,3.98,2264386.25,0.03,0.75,3.996,3.968,3.932,2531800.32,2050711.75,1521864.53
2018-01-05,4.0,4.01,3.99,3.96,2229381.0,-0.01,-0.25,3.99,3.957,3.928,2468139.42,1890865.3,1456845.17
2018-01-04,4.0,4.03,4.0,3.97,2234872.0,0.0,0.0,3.98,3.948,3.926,2310102.3,1776580.65,1409444.86
2018-01-03,3.97,4.02,4.0,3.96,1785283.62,0.02,0.5,3.964,3.939,3.923,2175395.98,1690051.82,1376657.05
2018-01-02,3.98,4.05,3.98,3.93,4145078.75,0.01,0.25,3.954,3.929,3.922,2104345.13,1627307.26,1464013.46
2017-12-29,3.94,3.99,3.98,3.93,1946081.75,0.05,1.27,3.94,3.918,3.919,1569623.18,1291420.76,1314451.71
2017-12-28,3.9,3.95,3.94,3.9,1439195.38,0.02,0.51,3.924,3.907,3.915,1313591.17,1196797.33,1298564.66
2017-12-27,3.95,3.98,3.92,3.89,1561340.38,-0.03,-0.76,3.916,3.903,3.915,1243058.99,1146521.93,1292244.43
2017-12-26,3.92,3.97,3.95,3.91,1430029.38,0.03,0.77,3.914,3.902,3.915,1204707.66,1102731.02,1295366.75
2017-12-25,3.9,3.94,3.91,3.9,1471469.0,0.01,0.26,3.904,3.895,3.914,1150269.39,1033487.43,1303254.7
2017-12-22,3.91,3.91,3.9,3.89,665921.69,0.0,0.0,3.896,3.896,3.916,1013218.34,993017.31,1381212.2
2017-12-21,3.9,3.92,3.9,3.89,1086534.5,0.0,0.0,3.89,3.899,3.921,1080003.49,1022825.05,1438957.29
2017-12-20,3.9,3.92,3.91,3.88,1369583.75,0.02,0.51,3.89,3.903,3.926,1049984.88,1042309.08,1548889.27
2017-12-19,3.87,3.9,3.9,3.86,1157838.0,0.04,1.04,3.89,3.907,3.932,1000754.38,1063262.27,1682872.29
2017-12-18,3.88,3.89,3.87,3.85,786213.75,0.01,0.26,3.886,3.914,3.933,916705.46,1300719.67,1786770.89
2017-12-15,3.9,3.9,3.87,3.86,999847.44,-0.02,-0.51,3.896,3.919,3.937,972816.29,1337482.67,1863403.6
2017-12-14,3.91,3.93,3.9,3.88,936441.44,0.0,0.0,3.908,3.923,3.939,965646.6,1400332.0,1978879.32
2017-12-13,3.88,3.91,3.91,3.87,1123431.25,0.03,0.77,3.916,3.926,3.936,1034633.29,1437966.92,1986511.36
2017-12-12,3.93,3.93,3.88,3.88,737593.44,-0.05,-1.27,3.924,3.928,3.934,1125770.16,1488002.48,1986085.49
2017-12-11,3.92,3.93,3.92,3.9,1066767.88,0.0,0.0,3.942,3.932,3.933,1684733.88,1573021.98,2019144.73
2017-12-08,3.94,3.94,3.93,3.91,963999.0,-0.01,-0.25,3.942,3.935,3.932,1702149.05,1769407.09,2127214.03
2017-12-07,3.96,3.96,3.94,3.91,1281374.88,-0.02,-0.51,3.938,3.942,3.929,1835017.4,1855089.54,2179826.64
2017-12-06,3.98,4.0,3.95,3.94,1579115.62,-0.03,-0.75,3.936,3.948,3.927,1841300.55,2055469.45,2160642.94
2017-12-05,3.92,4.02,3.97,3.9,3532412.0,0.05,1.28,3.932,3.956,3.927,1850234.8,2302482.31,2173851.82
2017-12-04,3.92,3.93,3.92,3.89,1153843.75,0.0,0.0,3.922,3.952,3.924,1461310.08,2272822.11,2084394.46
2017-12-01,3.93,3.95,3.91,3.89,1628340.75,-0.02,-0.51,3.928,3.954,3.922,1836665.13,2389324.54,2105843.11
2017-11-30,3.93,3.95,3.93,3.9,1312790.62,0.0,0.0,3.946,3.955,3.92,1875161.68,2557426.64,2141844.79
2017-11-29,3.92,3.95,3.93,3.88,1623786.88,0.01,0.26,3.96,3.946,3.918,2269638.35,2535055.8,2188781.99
2017-11-28,3.93,3.94,3.92,3.89,1587788.38,-0.03,-0.76,3.98,3.939,3.917,2754729.83,2484168.5,2250169.18
2017-11-27,3.99,3.99,3.95,3.9,3030619.0,-0.05,-1.25,3.982,3.934,3.918,3084334.15,2465267.49,2300882.06
2017-11-24,3.99,4.03,4.0,3.96,1820823.5,0.0,0.0,3.98,3.928,3.923,2941983.95,2485020.96,2243741.93
2017-11-23,4.02,4.07,4.0,3.97,3285174.0,-0.03,-0.74,3.964,3.915,3.925,3239691.6,2504563.75,2262724.85
2017-11-22,3.94,4.04,4.03,3.93,4049244.25,0.11,2.81,3.932,3.906,3.925,2800473.25,2265816.43,2262662.65
2017-11-21,3.94,3.98,3.93,3.91,3235810.0,-0.01,-0.25,3.898,3.898,3.927,2213607.18,2045221.33,2131417.04
2017-11-20,3.91,3.96,3.94,3.89,2318868.0,0.02,0.51,3.886,3.896,3.936,1846200.83,1895966.8,2018812.16
2017-11-17,3.85,3.94,3.92,3.84,3309361.75,0.08,2.08,3.876,3.889,3.945,2028057.98,1822361.68,1961197.23
2017-11-16,3.87,3.87,3.84,3.83,1089082.25,-0.03,-0.78,3.866,3.885,3.957,1769435.9,1726262.95,1834879.77
2017-11-15,3.87,3.88,3.86,3.85,1114913.88,-0.02,-0.52,3.88,3.89,3.975,1731159.6,1842508.18,1876111.25
2017-11-14,3.87,3.88,3.87,3.85,1398778.25,-0.02,-0.51,3.898,3.895,3.99,1876835.48,2016169.86,1928828.8
2017-11-13,3.86,3.91,3.89,3.84,3228153.75,0.02,0.52,3.906,3.902,4.004,1945732.78,2136496.64,1898310.04
2017-11-10,3.92,3.92,3.87,3.84,2016251.38,-0.05,-1.28,3.902,3.918,4.017,1616665.38,2002462.89,1798421.62
2017-11-09,3.94,3.95,3.91,3.91,897700.75,-0.04,-1.01,3.904,3.934,4.03,1683090.0,2020885.95,1740251.79
2017-11-08,3.92,3.95,3.95,3.9,1843293.25,0.04,1.02,3.9,3.943,4.043,1953856.75,2259508.88,1745515.66
2017-11-07,3.87,3.93,3.91,3.86,1743264.75,0.04,1.03,3.892,3.955,4.054,2155504.25,2217612.75,1731140.83
2017-11-06,3.86,3.88,3.87,3.84,1582816.75,-0.01,-0.26,3.898,3.976,4.065,2327260.5,2141657.51,1704170.57
2017-11-03,3.88,3.89,3.88,3.84,2348374.5,-0.01,-0.26,3.934,4.0,4.078,2388260.4,2100032.78,1807169.72
2017-11-02,3.9,3.91,3.89,3.85,2251534.5,-0.02,-0.51,3.964,4.029,4.09,2358681.9,1943496.6,1737954.28
2017-11-01,3.94,3.95,3.91,3.89,2851530.75,-0.03,-0.76,3.986,4.059,4.102,2565161.0,1909714.32,1692932.76
2017-10-31,4.02,4.02,3.94,3.93,2602046.0,-0.11,-2.72,4.018,4.085,4.114,2279721.25,1841487.75,1610328.15
2017-10-30,4.03,4.07,4.05,4.01,1887816.25,0.02,0.5,4.054,4.105,4.127,1956054.53,1660123.45,1531036.64
2017-10-27,3.99,4.06,4.03,3.98,2200482.0,0.03,0.75,4.066,4.115,4.136,1811805.15,1594380.35,1525511.67
2017-10-26,4.07,4.08,4.0,3.97,3283930.0,-0.07,-1.72,4.094,4.126,4.144,1528311.29,1459617.64,1472385.01
2017-10-25,4.12,4.13,4.07,4.05,1424332.0,-0.05,-1.21,4.132,4.142,4.152,1254267.64,1231522.45,1365650.47
2017-10-24,4.11,4.14,4.12,4.11,983712.38,0.01,0.24,4.152,4.152,4.155,1403254.24,1244668.91,1353944.01
2017-10-23,4.16,4.17,4.11,4.11,1166569.38,-0.06,-1.44,4.156,4.154,4.153,1364192.36,1266683.63,1357494.44
2017-10-20,4.17,4.18,4.17,4.15,783012.69,-0.02,-0.48,4.164,4.155,4.151,1376955.54,1514306.67,1371898.49
2017-10-19,4.15,4.2,4.19,4.14,1913711.75,0.02,0.48,4.158,4.15,4.145,1390923.99,1532411.96,1429531.37
2017-10-18,4.14,4.19,4.17,4.11,2169265.0,0.03,0.72,4.152,4.145,4.142,1208777.25,1476151.19,1422646.93
2017-10-17,4.15,4.16,4.14,4.13,788403.0,-0.01,-0.24,4.152,4.143,4.142,1086083.57,1379168.55,1354775.2
2017-10-16,4.14,4.16,4.15,4.11,1230385.25,0.01,0.24,4.152,4.149,4.145,1169174.9,1401949.84,1378464.82
2017-10-13,4.15,4.15,4.14,4.12,852854.94,-0.02,-0.48,4.146,4.157,4.148,1651657.8,1456642.99,1366467.15
2017-10-12,4.18,4.18,4.16,4.14,1002978.06,-0.01,-0.24,4.142,4.162,4.151,1673899.92,1485152.37,1377184.67
2017-10-11,4.14,4.19,4.17,4.12,1555796.62,0.03,0.72,4.138,4.162,4.154,1743525.13,1499778.49,1374566.84
2017-10-10,4.13,4.14,4.14,4.1,1203859.62,0.02,0.48,4.134,4.158,4.158,1672253.53,1463219.11,1349543.97
2017-10-09,4.24,4.28,4.12,4.08,3642799.75,0.0,0.0,4.146,4.152,4.165,1634724.79,1448305.26,1375702.87
2017-09-29,4.13,4.16,4.12,4.11,964065.56,-0.02,-0.48,4.168,4.146,4.169,1261628.19,1229490.31,1281249.38
2017-09-28,4.15,4.16,4.14,4.1,1351104.12,-0.01,-0.24,4.182,4.14,4.173,1296404.82,1326650.79,1336520.55
2017-09-27,4.2,4.22,4.15,4.13,1199438.62,-0.05,-1.19,4.186,4.138,4.178,1256031.85,1369142.68,1405519.06
2017-09-26,4.21,4.22,4.2,4.2,1016215.88,-0.03,-0.71,4.182,4.141,4.184,1254184.68,1330381.84,1430007.44
2017-09-25,4.19,4.24,4.23,4.16,1777316.75,0.04,0.95,4.158,4.141,4.19,1261885.72,1354979.81,1477831.39
2017-09-22,4.14,4.2,4.19,4.14,1137948.75,0.03,0.72,4.124,4.138,4.19,1197352.42,1276291.31,1541983.64
2017-09-21,4.12,4.17,4.16,4.09,1149239.25,0.03,0.73,4.098,4.139,4.191,1356896.75,1269216.98,1667824.4
2017-09-20,4.07,4.14,4.13,4.06,1190202.75,0.05,1.23,4.09,4.145,4.186,1482253.5,1249355.19,1697260.81
2017-09-19,4.08,4.08,4.08,4.03,1054721.12,0.02,0.49,4.1,4.158,4.182,1406579.01,1235868.83,1745501.28
2017-09-18,4.07,4.1,4.06,4.05,1454650.25,0.0,0.0,4.124,4.177,4.178,1448073.89,1303100.49,1748684.35
2017-09-15,4.1,4.11,4.06,4.02,1935670.38,-0.06,-1.46,4.152,4.192,4.175,1355230.2,1333008.46,1732078.61
2017-09-14,4.19,4.2,4.12,4.1,1776023.0,-0.06,-1.44,4.18,4.206,4.172,1181537.2,1346390.31,1675746.66
2017-09-13,4.2,4.21,4.18,4.17,811830.31,-0.02,-0.48,4.2,4.217,4.167,1016456.88,1441895.44,1647295.21
2017-09-12,4.2,4.22,4.2,4.15,1262195.5,0.0,0.0,4.216,4.226,4.159,1065158.64,1529633.03,1696061.89
2017-09-11,4.21,4.26,4.2,4.19,990431.81,0.0,0.0,4.23,4.238,4.151,1158127.09,1600682.97,1821648.55
2017-09-08,4.22,4.23,4.2,4.18,1067205.38,-0.02,-0.47,4.232,4.241,4.137,1310786.73,1807675.96,1863147.82
2017-09-07,4.26,4.27,4.22,4.22,950621.38,-0.04,-0.94,4.232,4.242,4.124,1511243.43,2066431.83,1964005.58
2017-09-06,4.25,4.28,4.26,4.22,1055339.12,-0.01,-0.23,4.234,4.226,4.112,1867334.0,2145166.43,2004829.6
2017-09-05,4.21,4.29,4.27,4.2,1727037.75,0.06,1.43,4.236,4.206,4.098,1994107.43,2255133.74,2060563.32
2017-09-04,4.2,4.23,4.21,4.13,1753730.0,0.01,0.24,4.246,4.179,4.088,2043238.85,2194268.2,2077321.17
2017-09-01,4.22,4.26,4.2,4.16,2069488.88,-0.03,-0.71,4.25,4.157,4.078,2304565.2,2131148.75,2086242.42
2017-08-31,4.29,4.31,4.23,4.17,2731074.25,-0.04,-0.94,4.252,4.137,4.07,2621620.23,2005103.01,2098171.61
2017-08-30,4.3,4.37,4.27,4.24,1689206.25,-0.05,-1.16,4.218,4.116,4.061,2422998.85,1852694.99,2125621.78
2017-08-29,4.23,4.34,4.32,4.2,1972694.88,0.09,2.13,4.176,4.092,4.05,2516160.05,1862490.75,2243561.54
2017-08-28,4.23,4.35,4.23,4.2,3060361.75,0.02,0.47,4.112,4.064,4.032,2345297.55,2042614.14,2299461.89
2017-08-25,4.06,4.22,4.21,4.06,3654764.0,0.15,3.69,4.064,4.032,4.017,1957732.3,1918619.68,2317328.87
2017-08-24,4.06,4.13,4.06,4.05,1737967.38,0.0,0.0,4.022,4.006,4.0,1388585.8,1861579.33,2224937.93
2017-08-23,4.0,4.08,4.06,3.99,2155012.25,0.06,1.5,4.014,3.998,3.991,1282391.13,1864492.78,2242054.37
2017-08-22,3.99,4.01,4.0,3.96,1118382.38,0.01,0.25,4.008,3.99,3.983,1208821.45,1865992.9,2285227.09
2017-08-21,4.0,4.02,3.99,3.96,1122535.5,-0.01,-0.25,4.016,3.997,3.975,1739930.73,1960374.14,2395018.7
2017-08-18,4.0,4.03,4.0,3.98,809031.5,-0.02,-0.5,4.0,3.999,3.966,1879507.05,2041336.09,2485332.41
2017-08-17,4.03,4.03,4.02,3.98,1206994.0,-0.01,-0.25,3.99,4.002,3.955,2334572.85,2191240.21,2522988.14
2017-08-16,4.05,4.07,4.03,4.0,1787163.88,-0.01,-0.25,3.982,4.006,3.943,2446594.43,2398548.56,2560009.69
2017-08-15,3.92,4.08,4.04,3.92,3773928.75,0.13,3.33,3.972,4.008,3.93,2523164.35,2624632.33,2612742.41
2017-08-14,3.92,3.94,3.91,3.88,1820417.12,-0.04,-1.01,3.978,4.0,3.916,2180817.55,2556309.65,2561715.02
2017-08-11,3.94,3.96,3.95,3.85,3084360.5,-0.03,-0.75,3.998,4.001,3.91,2203165.13,2716038.06,2768992.29
2017-08-10,3.98,4.01,3.98,3.92,1767101.88,0.0,0.0,4.014,3.994,3.896,2047907.58,2588296.53,2755198.5
2017-08-09,4.05,4.07,3.98,3.98,2170013.5,-0.09,-2.21,4.03,3.983,3.888,2350502.7,2619615.96,2846790.26
2017-08-08,4.02,4.08,4.07,3.98,2062194.75,0.06,1.5,4.044,3.975,3.876,2726100.3,2704461.29,2901504.52
2017-08-07,4.02,4.06,4.01,3.97,1932155.0,-0.02,-0.5,4.022,3.953,3.859,2931801.75,2829663.26,2938916.59
2017-08-04,4.05,4.12,4.03,4.02,2308072.75,-0.03,-0.74,4.004,3.932,3.843,3228911.0,2929328.74,2901953.28
2017-08-03,4.05,4.15,4.06,4.01,3280077.5,0.01,0.25,3.974,3.907,3.826,3128685.47,2854736.06,2867841.97
2017-08-02,3.96,4.08,4.05,3.95,4048001.5,0.09,2.27,3.936,3.88,3.806,2888729.22,2721470.81,2784873.52
2017-08-01,3.92,3.97,3.96,3.92,3090702.0,0.04,1.02,3.906,3.851,3.788,2682822.27,2600852.49,2653851.87
2017-07-31,3.88,3.96,3.92,3.88,3417701.25,0.04,1.03,3.884,3.831,3.774,2727524.77,2567120.39,2597240.56
2017-07-28,3.85,3.89,3.88,3.82,1806945.12,0.01,0.26,3.86,3.818,3.762,2629746.47,2821946.51,2503393.52
2017-07-27,3.91,3.91,3.87,3.85,2080296.25,-0.03,-0.77,3.84,3.798,3.753,2580786.65,2922100.48,2488824.02
2017-07-26,3.85,3.95,3.9,3.85,3018466.75,0.05,1.3,3.824,3.792,3.744,2554212.4,3073964.55,2449082.96
2017-07-25,3.82,3.89,3.85,3.81,3314214.5,0.05,1.32,3.796,3.777,3.732,2518882.7,3098547.75,2376878.52
2017-07-24,3.77,3.84,3.8,3.76,2928809.75,0.02,0.53,3.778,3.764,3.723,2406716.0,3048169.93,2289448.47
2017-07-21,3.78,3.8,3.78,3.76,1562146.0,-0.01,-0.26,3.776,3.753,3.716,3014146.55,2874577.83,2285420.54
2017-07-20,3.77,3.79,3.79,3.74,1947425.0,0.03,0.8,3.756,3.744,3.71,3263414.3,2880947.89,2301509.38
2017-07-19,3.75,3.8,3.76,3.74,2841818.25,0.0,0.0,3.76,3.732,3.703,3593716.7,2848276.23,2407828.94
2017-07-18,3.76,3.81,3.76,3.73,2753381.0,-0.03,-0.79,3.758,3.724,3.696,3678212.8,2706851.26,2329320.92
2017-07-17,3.68,3.82,3.79,3.67,5965962.5,0.11,2.99,3.75,3.716,3.689,3689623.85,2627360.72,2232080.81
2017-07-14,3.68,3.69,3.68,3.64,2808484.75,0.04,1.1,3.73,3.706,3.68,2735009.1,2184840.54,2031519.27
2017-07-13,3.76,3.82,3.81,3.75,3598937.0,0.06,1.6,3.732,3.708,3.677,2498481.47,2055547.56,1931505.32
2017-07-12,3.73,3.77,3.75,3.72,3264298.75,0.03,0.81,3.704,3.695,3.667,2102835.75,1824201.37,1809894.35
2017-07-11,3.69,3.74,3.72,3.68,2810436.25,0.03,0.81,3.69,3.687,3.661,1735489.72,1655209.3,1725591.21
2017-07-10,3.68,3.7,3.69,3.67,1192888.75,0.0,0.0,3.682,3.681,3.657,1565097.6,1530727.02,1635045.55
2017-07-07,3.67,3.69,3.69,3.66,1625846.62,0.02,0.55,3.682,3.678,3.655,1634671.97,1696263.25,1662809.31
2017-07-06,3.68,3.69,3.67,3.66,1620708.38,-0.01,-0.27,3.684,3.676,3.653,1612613.65,1722070.87,1713489.6
2017-07-05,3.68,3.69,3.68,3.67,1427568.62,0.0,0.0,3.686,3.674,3.653,1545567.0,1967381.66,1688544.45
2017-07-04,3.68,3.7,3.68,3.66,1958475.62,-0.01,-0.27,3.684,3.668,3.653,1574928.87,1951790.57,1709583.39
2017-07-03,3.7,3.7,3.69,3.67,1540760.62,-0.01,-0.27,3.68,3.662,3.651,1496356.45,1836800.89,1666773.75
2017-06-30,3.67,3.7,3.7,3.66,1515555.0,0.02,0.54,3.674,3.654,3.648,1757854.52,1878198.01,1807207.37
2017-06-29,3.67,3.68,3.68,3.65,1285475.12,0.01,0.27,3.668,3.646,3.649,1831528.1,1807463.08,1830635.84
2017-06-28,3.66,3.68,3.67,3.65,1574378.0,0.01,0.27,3.662,3.639,3.652,2389196.33,1795587.33,1854295.4
2017-06-27,3.66,3.68,3.66,3.64,1565613.5,0.0,0.0,3.652,3.635,3.655,2328652.28,1795973.11,1894400.61
2017-06-26,3.67,3.7,3.66,3.65,2848251.0,-0.01,-0.27,3.644,3.633,3.657,2177245.33,1739364.07,1908577.08
2017-06-23,3.64,3.67,3.67,3.63,1883922.88,0.02,0.55,3.634,3.631,3.659,1998541.5,1629355.37,2011039.05
2017-06-22,3.62,3.69,3.65,3.62,4073816.25,0.03,0.83,3.624,3.63,3.658,1783398.05,1704908.33,1995547.85
2017-06-21,3.63,3.64,3.62,3.61,1271657.75,0.0,0.0,3.616,3.632,3.66,1201978.32,1409707.24,1920334.72
2017-06-20,3.61,3.63,3.62,3.61,808578.75,0.01,0.28,3.618,3.637,3.66,1263293.95,1467376.21,1927726.83
2017-06-19,3.61,3.63,3.61,3.6,1954731.88,-0.01,-0.28,3.622,3.639,3.66,1301482.81,1496746.62,1914689.85
2017-06-16,3.61,3.62,3.62,3.6,808205.62,0.01,0.28,3.628,3.641,3.66,1260169.24,1736216.73,1855332.04
2017-06-15,3.62,3.63,3.61,3.6,1166717.62,-0.02,-0.55,3.636,3.651,3.66,1626418.61,1853808.61,1865998.86
2017-06-14,3.64,3.64,3.63,3.61,1578235.88,-0.01,-0.28,3.648,3.664,3.661,1617436.16,1913003.47,1882022.62
2017-06-13,3.63,3.65,3.64,3.62,999523.06,0.0,0.0,3.656,3.674,3.662,1671458.46,1992828.11,1868538.97
2017-06-12,3.65,3.67,3.64,3.63,1748164.0,-0.02,-0.55,3.656,3.68,3.664,1692010.43,2077790.09,1947198.37
2017-06-09,3.67,3.69,3.66,3.64,2639452.5,-0.01,-0.27,3.654,3.686,3.663,2212264.23,2392722.74,1971124.52
2017-06-08,3.66,3.67,3.67,3.64,1121805.38,0.0,0.0,3.666,3.686,3.659,2081198.6,2286187.37,1902820.55
2017-06-07,3.64,3.68,3.67,3.63,1848347.38,0.03,0.82,3.68,3.687,3.654,2208570.78,2430962.2,1885818.45
2017-06-06,3.63,3.65,3.64,3.62,1102282.88,0.01,0.28,3.692,3.683,3.649,2314197.75,2388077.45,1862444.44
2017-06-05,3.72,3.73,3.63,3.61,4349433.0,-0.09,-2.42,3.704,3.68,3.644,2463569.75,2332633.09,1895114.23
2017-06-02,3.74,3.78,3.72,3.72,1984124.38,-0.02,-0.54,3.718,3.678,3.639,2573181.25,1974447.34,1714946.23
2017-06-01,3.72,3.75,3.74,3.71,1758666.25,0.01,0.27,3.706,3.668,3.629,2491176.13,1878189.12,1658045.79
2017-05-31,3.7,3.74,3.73,3.69,2376482.25,0.03,0.81,3.694,3.657,3.62,2653353.63,1851041.77,1603159.25
2017-05-26,3.68,3.71,3.7,3.67,1849142.88,0.0,0.0,3.674,3.65,3.613,2461957.15,1744249.83,1534127.55
2017-05-25,3.65,3.77,3.7,3.65,4897490.5,0.04,1.09,3.656,3.647,3.608,2201696.43,1816606.65,1494382.85
2017-05-24,3.67,3.69,3.66,3.63,1574098.75,-0.02,-0.54,3.638,3.639,3.602,1375713.43,1549526.3,1301555.41
2017-05-23,3.63,3.69,3.68,3.63,2569553.75,0.05,1.38,3.63,3.631,3.597,1265202.11,1519453.73,1274210.71
2017-05-22,3.61,3.65,3.63,3.61,1419499.88,0.02,0.55,3.62,3.62,3.592,1048729.91,1340674.7,1219163.98
2017-05-19,3.61,3.62,3.61,3.6,547839.25,0.0,0.0,3.626,3.614,3.587,1026542.51,1336811.43,1248705.85
2017-05-18,3.6,3.62,3.61,3.59,767575.5,-0.01,-0.28,3.638,3.607,3.582,1431516.86,1457595.37,1272739.24
2017-05-17,3.62,3.62,3.62,3.6,1021542.19,-0.01,-0.28,3.64,3.599,3.578,1723339.16,1455445.13,1302364.96
2017-05-16,3.66,3.67,3.63,3.61,1487192.75,-0.03,-0.82,3.632,3.59,3.576,1773705.35,1437902.46,1302580.87
2017-05-15,3.67,3.69,3.66,3.64,1308562.88,-0.01,-0.27,3.62,3.583,3.574,1632619.48,1355276.73,1304894.62
2017-05-12,3.61,3.69,3.67,3.6,2572711.0,0.05,1.38,3.602,3.576,3.572,1647080.35,1324005.27,1284862.66
2017-05-11,3.58,3.64,3.62,3.57,2226687.0,0.04,1.12,3.576,3.568,3.57,1483673.87,1172159.06,1209935.66
2017-05-10,3.56,3.6,3.58,3.56,1273373.12,0.01,0.28,3.558,3.564,3.57,1187551.09,1053584.53,1181246.66
2017-05-09,3.55,3.58,3.57,3.54,781763.38,0.0,0.0,3.548,3.563,3.572,1102099.56,1028967.68,1191335.05
2017-05-08,3.52,3.57,3.57,3.52,1380867.25,0.03,0.85,3.546,3.563,3.575,1077933.99,1097653.27,1211002.53
2017-05-05,3.52,3.56,3.54,3.49,1755678.62,0.01,0.28,3.55,3.56,3.578,1000930.19,1160600.27,1232669.44
2017-05-04,3.53,3.54,3.53,3.52,746073.06,0.0,0.0,3.56,3.557,3.584,860644.24,1087883.12,1218425.76
